id	swave	emp	tage	initage	nvals
6073	0	1	26	26	1
6073	1	1	26	26	0
6073	2	1	27	26	0
6073	3	1	27	26	0
6073	4	1	27	26	0
6073	5	1	28	26	0
6073	6	1	28	26	0
6078	0	1	33	33	1
6078	1	1	33	33	0
6078	2	1	33	33	0
6078	3	1	34	33	0
6078	4	1	34	33	0
6078	5	1	34	33	0
6078	6	1	35	33	0
6079	0	1	35	35	1
6079	1	1	35	35	0
6079	2	1	36	35	0
6079	3	1	36	35	0
6079	4	1	36	35	0
6079	5	1	37	35	0
6079	6	1	37	35	0
6092	0	1	37	37	1
6092	1	1	38	37	0
6092	2	1	38	37	0
6092	3	1	38	37	0
6092	4	1	39	37	0
6092	5	1	39	37	0
6092	6	1	39	37	0
6185	0	1	30	30	1
6185	1	1	31	30	0
6185	2	1	31	30	0
6185	3	1	31	30	0
6185	4	1	32	30	0
6185	5	1	32	30	0
6185	6	1	32	30	0
6191	0	1	33	33	1
6191	1	1	33	33	0
6191	2	1	34	33	0
6191	3	1	34	33	0
6191	4	1	34	33	0
6191	5	1	35	33	0
6191	6	1	35	33	0
6245	0	1	40	40	1
6245	1	1	41	40	0
6245	2	1	41	40	0
6245	3	0	41	40	0
6245	4	0	42	40	0
6245	5	0	42	40	0
6245	6	0	42	40	0
6472	0	1	24	24	1
6472	1	1	24	24	0
6472	2	1	25	24	0
6472	3	1	25	24	0
6472	4	1	25	24	0
6472	5	1	26	24	0
6472	6	1	26	24	0
6537	0	1	23	23	1
6537	1	1	23	23	0
6537	2	1	23	23	0
6537	3	1	24	23	0
6537	4	1	24	23	0
6537	5	1	24	23	0
6537	6	1	25	23	0
6560	0	1	28	28	1
6560	1	1	29	28	0
6560	2	1	29	28	0
6560	3	1	29	28	0
6560	4	1	30	28	0
6560	5	1	30	28	0
6560	6	1	30	28	0
6615	0	0	26	26	1
6615	1	0	26	26	0
6615	2	1	27	26	0
6615	3	1	27	26	0
6615	4	1	27	26	0
6615	5	1	28	26	0
6615	6	1	28	26	0
6637	0	1	35	35	1
6637	1	1	36	35	0
6637	2	1	36	35	0
6637	3	1	36	35	0
6637	4	1	37	35	0
6637	5	1	37	35	0
6637	6	1	37	35	0
6642	0	1	29	29	1
6642	1	1	29	29	0
6642	2	1	30	29	0
6642	3	1	30	29	0
6642	4	1	30	29	0
6642	5	1	31	29	0
6642	6	1	31	29	0
6665	0	1	26	26	1
6665	1	1	26	26	0
6665	2	1	27	26	0
6665	3	1	27	26	0
6665	4	1	27	26	0
6665	5	1	28	26	0
6665	6	1	28	26	0
6667	0	1	24	24	1
6667	1	0	24	24	0
6667	2	1	24	24	0
6667	3	1	25	24	0
6667	4	1	25	24	0
6667	5	1	25	24	0
6667	6	1	26	24	0
6693	0	1	30	30	1
6693	1	1	30	30	0
6693	2	1	30	30	0
6693	3	1	31	30	0
6693	4	1	31	30	0
6693	5	1	31	30	0
6693	6	1	32	30	0
6750	0	1	35	35	1
6750	1	1	35	35	0
6750	2	1	36	35	0
6750	3	1	36	35	0
6750	4	1	36	35	0
6750	5	1	37	35	0
